senseid	   sense	sense_coll	sense_trans	headid
95552903	of plug		сэрээ	955529
95552904	to attach wood		шаантаг	955529
95552905	to attach metal		цүү	955529
95552906	machine parts		чагт, чих, сүлбээр	955529
95552907	in surgerys		зүү, бэхэлгээ төмөр	955529
95552908	broochs		энгэрийн зүү	955529
95552909	in bowling		шавга, цүү	955529
95552910	in golf		дарцаг	955529
95557301			анхдагч	955573
95557901	seed		үр	955579
95557902			цагийн дохио	955579
95557903	on card		тоо, дүрс	955579
95557904	on dice, domino		нүд	955579
95559901			хурц	955599
95560301			далайн дээрэм	955603
95560302	of tapes, software		хулгай	955603
95560801	the twelfth sign of the zodiac		Загасны орд	955608
95560802	person		Загасны ордод төрсөн хүн	955608
95561501	for storage, weapons		зоорь	955615
95561502	for bodies		нүх	955615
95561503	trap		нүхэн занга, алам	955615
95561504	at racetrack		засвар үйлчилгээний талбай	955615
95561505	mine		уурхай	955615
95561506			голын суудал	955615
95561507	in peach, olive		яс (жимсний)	955615
95564901			гол хүн, тэнхлэг, тулах цэг	955649
95565301			шидэт дагина	955653
95565401			пицца	955654
95565801	at protest march, on wall		зурагт хуудас	955658
95579501	public limited company		хязгаарлагдмал хариуцлагатай олон нийтийн компани	955795
95579601	for tolerance, mercy, money, food etc		гуйлт	955796
95579602	excuse		шалтаг, гэрийдэл	955796
95583001		twig, plastic	уян хатан	955830
95583002		person	дуулгавартай, хүний үгээр	955830
95583501	Palestine Liberation Organization		Палестины чөлөөлөх байгууллага	955835
95586501	courage		эрэлхэг зориг, ид хав	955865
95592101			үе давхарга	955921
95592701	premenstrual syndrome		сарын тэмдгийн угтвар хам шинж	955927
95592801	premenstrual tension		сарын тэмдгийн өмнөх өөрчлөлт	955928
95592901			хийтэй, хий шахсан	955929
95593301		game	хулгайгаар агна	955933
95593302	steal	staff, players	урвуул	955933
95593303		idea	хулгайл	955933
95593304			зөөлөн галд болго	955933
95593901			халаас	955939
95593902	in billiards		нүх	955939
95594901	of peas, beans, intact		буурцгай шош, буурцаг	955949
95594902	empty		хавтас гэр	955949
95594903	of vanilla		хуруу, гэрцэг	955949
95595201			шүлэг	955952
95596101			зүрх зүсэм, зүрх шимшрүүлэм	955961
95599601	prod		ёврох	955996
95600401			Польш улс	956004
95610201			үсний тос	956102
95611001	large		цөөрөм	956110
95611002	smaller		бүрд	956110
95611003	in garden		бяцхан цөөрөм	956110
95612301			нохой	956123
95614401	sound		тас няс хийх дуу	956144
95614402	drink		хийжүүлсэн ундаа	956144
95614403	popular music		поп хөгжим	956144
95617701			шаазан	956177
95621401	for portrait		төрх, янз	956214
95621402	photo posture		маяг	956214
95629401	container		гүц	956294
95629402	piece of pottery		ваар	956294
95629403	hashish		гашиш, хар тамхи	956294
95629404	for infant		хоовон, хөтөвч	956294
95632801	bag		уут, даалин	956328
95632802	for tobacco		хавтага	956328
95632803	for ammunition		гэр	956328
95632804	for cartridges		дайз	956328
95632805	for mail		шуудангийн богц	956328
95632806	for money		хэтэвч	956328
95632807	of clothes, skin		халаас	956328
95632808	of marsupials		(уутат амьтны зулзаганы) уут	956328
95632809	of rodents		завьжны хүүдий	956328
95635301	lack of money		ядуурал	956353
95635302	more severe		хоосрол, гуйланчлал	956353
95635303	of imagination, resources		ядмаг байдал	956353
95635601	prisoner of war		дайнд олзлогсод	956356
95639001			хэрэгжих боломж	956390
95643201			залбир, сургамжил, заа	956432
95671801	cost		үнэ	956718
95671802	value		үнэ, үнэ цэнэ, үнэлэмж	956718
95686901	professional		мэргэжлийн хүн	956869
95726701			хэтэрхий ичимхий хүн	957267
95727501			хөшүүр, хөшүүрэг, гөнжүүр	957275
95728001			мөргөлийн дуулал, шашны магтуу	957280
95728101			хуурмаг, хуурамч	957281
95728401	Pacific Standard Time		Номхон далайн стандарт цаг	957284
95728501	public service vehicle		Нийтийн тээврийн хэрэгсэл	957285
95728601	psych out			957286
95728602	unnerve		улангасуул, уур унтууг нь хөдөлгө	957286
95728603	outguess		тааж  мэд,тааварлаж мэд	957286
95731001	Parent-Teacher Association		Эцэг эх, багш нарын холбоо	957310
95731101	please turn over		Эргүүлж үзнэ үү	957311
95731201			бэлгийн бойжилт	957312
95736101		curtain, silk	хүрэн улаан	957361
95736102			хүрэн улаан	957361
95736401	cooked dish		чунз, пуддинг	957364
95736402	dessert		амттан	957364
95736403	fat person		бүдүүн хүн	957364
95736404	slow person		молхи хүн, дүнхүү толгой	957364
95736901	of air		үлээлт	957369
95736902	of smoke, steam		бөөн утаа,бөөн уур	957369
95736903	breatn		амьсгал	957369
95736904			шанзтай хөндий боов	957369
95736905	favourable review		хөөргөсөн магтаал	957369
95736906	favourable publicity		хөөрөгдсөн сурталчилгаа	957369
95736907	of breath		амьсгаа гаргах	957369
95737801	also pug dog		оготор хамартай сэгсгэр хав	957378
95738001	tug		чангаах, татах, угзрах, угз татах	957380
95738002			сэтгэл татах байдал	957380
95738003	influence		нэр нөлөө	957380
95738004	swig		залгилах	957380
95738005	on cigarette etc		утаа сорох,утаа залгих	957380
95738006	in rowing		сэлүүрдэлт	957380
95738007	in golf		булангийн цохилт	957380
95738008	snag, in sweater		гогцоо	957380
95738009	attraction		татах хүч, таталцал	957380
95741501	also pumice stone			957415
95741502	light porous lava		уушгин чулуун үрүүр	957415
95741503	in powder form		нунтаг уушгин чулуу	957415
95742401			үгийн наадам	957424
95746801	dog		гөлөг	957468
95746802	seal, otter etc		зулзага	957468
95747601			худалдаа наймаа	957476
95747602	grip		барьж авах	957476
95752301	shove		түлхэлт	957523
95752302	press		дарах	957523
95752303	campaign, drive		зүтгэл	957523
95752304	stimulus		дэм	957523
95752305			дайралт	957523
95752306	spirit, drive		хичээл зүтгэл	957523
95759901			сурган хүмүүжүүлэх, багшлах	957599
95762601			шээс	957626
95764901	to hang garment		өлгүүр	957649
95764902	also clothes peg		хавчаар	957649
95764903	to make place		гадас	957649
95764904	in carpentry		шаантаг	957649
95764905	in music		чих	957649
95764906			тогтоосон үзүүлэлт	957649
95764907	barrel stop		бөглөө	957649
95765301			доромж	957653
95765401			Бээжин хав	957654
95765601			хотон	957656
95766601	for writing		үзэг	957666
95766602	for animals		хашаа	957666
95766603			эм хун	957666
95766604	prison		шорон	957666
95773001	of the genus Paeonia		цээнэ	957730
95773501	pep up			957735
95773502		person	эрч хүч ав	957735
95773503		business	хүчээ ав	957735
95773504		person	сэргээ	957735
95773505		party, team	амилуул	957735
95776801	pres p etc -bb-			957768
95776802	catch	wrongdoer	баривчил, барь, барьж ав	957768
95776803		passerby	шүүрч ав	957768
95776804	seal		суйл	957768
95776901			ул цэцэг	957769
95776902			доройтлын адаг	957769
95777001			урлаггүй	957770
95777101	pres p etc -gg-			957771
95777102	pester		шаналга	957771
95777103	niggle		зовоо, шаналга	957771
95777401			хумс	957774
95777402			хадаас	957774
95778901			нүцгэн, шалдан	957789
95778902		flame	задгай	957789
95778903		light bulb	бүрхүүлгүй	957789
95778904		sword	хуйгүй	957789
95778905		truth	чин	957789
95778906		facts	хоосон	957789
95778907		emotion	илэн далангүй	957789
95779001	title		нэр	957790
95780101	nurse		хүүхэд асрагч	957801
95780102	grandmother		эмээ	957801
95780301	snooze		дуг хийх	957803
95780302	pile		үс (эсгий хувцас зэргийн өнгөний зөөлөн үс)	957803
95780303	direction of cut		ширхэг	957803
95781201	soporific		нойрны эм	957812
95781202	illegal drug		хар тамхи	957812
95782801			хамрын авиа	957828
95783601	entity		үндэстэн	957836
95783602	people		ард түмэн	957836
95788801	of child, pet		дүрсгүй хэрэг, томоогүй явдал, дүрсгүйтэх	957888
95788802	of joke, suggestion		өдсөн байдал,аальгүйтсэн байдал	957888
95789701			флотын	957897
95789702		officer, recruit, uniform, affairs, strength, buil	тэнгисийн цэргийн	957897
